Approx Module;VVenC Profile;Video;Read BER;Write BER;QP;Rep.;YUV-PSNR;Bitrate;Execution Time
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;1;33.0391;459.096;8369.862
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;2;33.051;458.88;8123.172
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;3;33.0466;459.12;8185.642
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;4;33.0205;458.664;8240.367
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;0;30.4054;245.904;6484.601
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;1;30.3804;246.096;6757.65
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;2;30.3893;244.536;6713.138
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;3;30.3837;243.312;6566.069
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;4;30.4377;246.192;6735.421
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;0;40.0135;1603.824;13134.653
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;1;40.0088;1602.912;12517.596
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;2;40.0018;1600.8;13026.128
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;3;40.0152;1606.656;13023.679
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;4;40.0037;1612.656;12921.971
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;0;36.2504;853.92;10352.959
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;1;36.2732;857.664;10252.384
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;2;36.2968;858.984;10255.995
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;3;36.2625;857.928;10273.998
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;4;36.296;858.456;10263.038
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;0;33.0518;459.36;8576.152
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;1;33.0322;459.432;8444.487
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;2;33.0554;459.408;8612.405
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;3;33.0562;461.04;8516.94
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;4;33.0422;459.552;8305.095
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;0;30.4148;244.68;6866.951
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;1;30.4214;244.488;6675.502
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;2;30.4028;244.92;6885.043
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;3;30.4182;245.856;6840.981
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;4;30.412;245.928;6709.418
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;0;40.0084;1599.6;12875.614
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;1;40.0042;1604.256;12778.494
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;2;40.0149;1600.632;12903.679
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;3;39.9999;1600.464;12853.059
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;4;40.0151;1601.304;12797.087
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;0;36.2699;857.4;10028.36
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;1;36.3082;860.4;10265.712
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;2;36.3082;860.4;10107.221
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;3;36.3117;860.352;10211.245
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;4;36.3076;860.4;10247.322
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;0;33.0338;459.696;8313.877
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;1;33.0357;459.768;8254.446
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;2;33.0363;460.944;8276.114
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;3;33.0556;460.224;8466.156
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;4;33.0357;459.768;8431.918
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;0;30.4212;245.112;6867.298
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;1;30.4212;245.112;6995.206
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;2;30.4212;245.112;6941.938
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;3;30.4213;245.112;6740.377
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;4;30.4001;244.128;6818.578
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;0;40.0037;1601.112;12674.452
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;1;40.0118;1600.104;12888.684
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;2;40.0118;1600.104;13232.209
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;3;40.0118;1600.104;13167.742
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;4;40.0216;1602.312;12527.245
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;0;36.3082;860.4;10189.39
