Approx Module;VVenC Profile;Video;Read BER;Write BER;QP;YUV-PSNR;Bitrate;Execution Time
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;0;0;27;39.709;1661.3647;621.467;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;0;0;32;36.9105;839.9529;418.00739999999996;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;0;0;37;34.4237;437.01180000000005;291.9802;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_03;1E_03;22;42.654360000000004;3430.8282200000003;968.9726;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_03;1E_03;27;39.693619999999996;1660.4752999999996;665.8612;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_03;1E_03;32;36.92904;840.36708;461.2746;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_03;1E_03;37;34.420480000000005;437.87766;352.86199999999997;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_04;1E_04;22;42.65508;3429.2376600000002;984.6424000000001;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_04;1E_04;27;39.702119999999994;1659.18586;683.8190000000001;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_04;1E_04;32;36.92014;840.6635;476.8544;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_04;1E_04;37;34.42448;438.09882;370.5398;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_05;1E_05;22;42.65334;3427.7506000000003;995.159;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_05;1E_05;27;39.69798;1662.0894;687.2516;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_05;1E_05;32;36.91644;840.90822;464.02799999999996;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_05;1E_05;37;34.42128;437.2;366.277;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_06;1E_06;22;42.65632;3427.9341400000003;997.6124;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_06;1E_06;27;39.707820000000005;1661.4023399999999;691.6597999999999;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_06;1E_06;32;36.9105;839.9529;465.87519999999995;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_06;1E_06;37;34.42468;437.05886;367.5784;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_07;1E_07;22;42.6553;3428.1411999999996;994.6382;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_07;1E_07;27;39.709;1661.3647;695.1244;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_07;1E_07;32;36.9105;839.9529;463.7715999999999;
pred_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_07;1E_07;37;34.4237;437.01180000000005;365.9642;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;0;0;22;39.3168;10448.7765;1406.0214;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;0;0;27;35.6537;5360.9647;1005.0781999999999;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;0;0;32;32.4894;2785.5294;748.4248;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;0;0;37;29.6997;1415.0118;502.5232;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_03;1E_03;22;39.31796;10438.512939999999;1544.389;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_03;1E_03;27;35.649080000000005;5372.917640000001;1168.1884;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_03;1E_03;32;32.49204;2781.72706;948.6987999999999;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_03;1E_03;37;29.70534;1412.17414;730.9015999999999;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_04;1E_04;22;39.321600000000004;10443.86822;1610.762;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_04;1E_04;27;35.656000000000006;5372.01882;1194.7566;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_04;1E_04;32;32.48836;2780.03766;915.2479999999999;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_04;1E_04;37;29.708479999999998;1414.2776600000002;750.1398000000002;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_05;1E_05;22;39.318039999999996;10439.12472;1571.5762;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_05;1E_05;27;35.650079999999996;5368.9317599999995;1168.9022;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_05;1E_05;32;32.49402;2781.0070600000004;914.1432000000001;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_05;1E_05;37;29.70702;1414.6776399999999;760.3788000000001;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_06;1E_06;22;39.316359999999996;10444.19766;1587.5566;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_06;1E_06;27;35.65322;5361.24706;1191.1332;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_06;1E_06;32;32.49456;2783.8399799999997;921.5622;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_06;1E_06;37;29.701439999999998;1415.13414;782.5108;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_07;1E_07;22;39.3168;10448.7765;1583.2815999999998;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_07;1E_07;27;35.6537;5360.9647;1230.822;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_07;1E_07;32;32.4894;2785.5294;919.1197999999998;
pred_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_07;1E_07;37;29.6997;1415.0118;778.7524000000001;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;0;0;22;39.3948;4851.8682;1596.0834;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;0;0;27;36.5861;2332.32;1020.8852;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;0;0;32;33.8727;1183.4118;683.0564;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;0;0;37;31.195299999999996;584.0329;464.284;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_03;1E_03;22;39.387859999999996;4843.75058;1671.8452000000002;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_03;1E_03;27;36.5858;2335.31858;1111.7259999999999;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_03;1E_03;32;33.86412;1184.27012;782.0434;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_03;1E_03;37;31.21696;586.37082;552.0508;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_04;1E_04;22;39.38848;4848.43766;1705.3187999999998;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_04;1E_04;27;36.58202;2331.71576;1149.7622;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_04;1E_04;32;33.86791999999999;1183.33554;793.9680000000001;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_04;1E_04;37;31.21078;585.37132;581.0616;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_05;1E_05;22;39.390100000000004;4849.39764;1722.4194;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_05;1E_05;27;36.58138;2329.4936399999997;1153.1216;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_05;1E_05;32;33.861799999999995;1179.87388;830.1583999999999;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_05;1E_05;37;31.200139999999998;585.71294;584.2812;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_06;1E_06;22;39.39334;4850.5214;1727.7848000000001;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_06;1E_06;27;36.58476;2329.47106;1158.5688;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_06;1E_06;32;33.87194;1183.06448;827.0691999999999;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_06;1E_06;37;31.19558;585.4136599999999;580.898;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_07;1E_07;22;39.39438;4851.8428;1729.4714;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_07;1E_07;27;36.5861;2332.32;1162.45;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_07;1E_07;32;33.8727;1183.4118;827.7558000000001;
pred_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_07;1E_07;37;31.195299999999996;584.0329;591.6482;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;0;0;22;41.4473;4138.56;1240.174;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;0;0;27;39.0853;2221.8071;781.7080000000001;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;0;0;32;36.4482;1252.1506;527.5692;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;0;0;37;33.7283;702.5224;362.1104;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_03;1E_03;22;41.438399999999994;4129.86354;13632.088200000002;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_03;1E_03;27;39.08382;2222.5919999999996;10050.9778;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_03;1E_03;32;36.44638;1254.74822;7752.248999999999;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_03;1E_03;37;33.74814;703.8663399999999;6315.236599999999;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_04;1E_04;22;41.44312;4128.19764;13651.9758;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_04;1E_04;27;39.09382000000001;2224.03764;10230.8994;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_04;1E_04;32;36.453500000000005;1254.8894;7799.017600000001;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_04;1E_04;37;33.74614;702.3134;6318.7196;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_05;1E_05;22;41.44516;4131.53506;13522.892000000002;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_05;1E_05;27;39.09105999999999;2221.5473;10103.1644;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_05;1E_05;32;36.45322;1254.3699000000001;7882.2538;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_05;1E_05;37;33.75514;702.9289400000001;6438.1576000000005;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_06;1E_06;22;41.44506;4135.66872;13751.109399999998;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_06;1E_06;27;39.0852;2220.7623599999997;10254.117;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_06;1E_06;32;36.453599999999994;1254.01978;7836.2300000000005;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_06;1E_06;37;33.72716;702.56756;6340.3150000000005;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_07;1E_07;22;41.4473;4138.565640000001;13579.1816;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_07;1E_07;27;39.08521999999999;2221.7336800000003;10203.630000000001;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_07;1E_07;32;36.4482;1252.1506;7897.032799999999;
reco_inter_approx;randomaccess_medium;BQMall_832x480_60;1E_07;1E_07;37;33.7283;702.5224;6348.1124;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;0;0;22;42.6553;3428.1411999999996;1510.6054000000001;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;0;0;27;39.709;1661.3647;853.9318;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;0;0;32;36.9105;839.9529;614.4076;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;0;0;37;34.4237;437.01180000000005;405.60540000000003;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_03;1E_03;22;42.6458;3430.2541200000005;18475.192600000002;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_03;1E_03;27;39.6891;1661.6753;14087.382399999999;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_03;1E_03;32;36.9199;840.03294;11642.2084;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_03;1E_03;37;34.414480000000005;437.84002;9789.2894;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_04;1E_04;22;42.65096;3431.1200000000003;18638.449;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_04;1E_04;27;39.698840000000004;1660.9694;14025.916999999998;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_04;1E_04;32;36.92912;841.3223399999999;11784.853399999998;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_04;1E_04;37;34.42512000000001;437.59532;9753.825200000001;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_05;1E_05;22;42.65194;3429.65648;18644.2018;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_05;1E_05;27;39.697320000000005;1662.4470800000004;14391.0522;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_05;1E_05;32;36.921;839.32706;11453.461200000002;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_05;1E_05;37;34.42698;437.92472;9754.9586;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_06;1E_06;22;42.65686;3430.7953;18450.097999999998;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_06;1E_06;27;39.703160000000004;1662.28706;14690.4008;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_06;1E_06;32;36.91374;840.37176;11378.931;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_06;1E_06;37;34.426559999999995;437.7459;9653.7734;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_07;1E_07;22;42.655;3428.56472;18883.1462;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_07;1E_07;27;39.70864;1661.8070599999999;14825.222999999998;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_07;1E_07;32;36.9105;839.9529;11373.932200000001;
reco_inter_approx;randomaccess_medium;BasketballDrill_832x480_50;1E_07;1E_07;37;34.4237;437.01180000000005;9485.241;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;0;0;22;39.3168;10448.7765;1992.2642;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;0;0;27;35.6537;5360.9647;1448.0679999999998;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;0;0;32;32.4894;2785.5294;945.1986;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;0;0;37;29.6997;1415.0118;770.6099999999999;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_03;1E_03;22;39.31965999999999;10443.48706;21737.4074;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_03;1E_03;27;35.64544;5369.016439999999;18318.3662;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_03;1E_03;32;32.497220000000006;2782.08472;15039.287;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_03;1E_03;37;29.701239999999995;1413.27528;12991.843799999999;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_04;1E_04;22;39.32086;10438.88938;21980.856399999997;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_04;1E_04;27;35.65224;5370.63058;18514.123199999998;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_04;1E_04;32;32.490700000000004;2783.4917800000003;15194.4964;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_04;1E_04;37;29.70086;1412.79998;13106.4656;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_05;1E_05;22;39.3207;10445.15766;21845.1352;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_05;1E_05;27;35.64487999999999;5368.02826;18055.528000000002;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_05;1E_05;32;32.49324;2779.36002;15011.400599999999;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_05;1E_05;37;29.705060000000003;1414.1693799999998;13266.121000000003;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_06;1E_06;22;39.32338;10443.79292;22031.264400000004;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_06;1E_06;27;35.64943999999999;5366.715300000001;17935.616400000003;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_06;1E_06;32;32.49434;2784.5411799999997;15043.343599999998;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_06;1E_06;37;29.702520000000003;1414.5553;13233.729200000002;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_07;1E_07;22;39.3166;10448.254140000001;22042.975599999998;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_07;1E_07;27;35.65336;5361.3741;17890.8882;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_07;1E_07;32;32.48922;2785.5058799999997;15109.1984;
reco_inter_approx;randomaccess_medium;PartyScene_832x480_50;1E_07;1E_07;37;29.6997;1415.0118;13333.4424;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;0;0;22;39.3948;4851.8682;2222.2418000000002;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;0;0;27;36.5861;2332.32;1408.9158;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;0;0;32;33.8727;1183.4118;934.8446;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;0;0;37;31.195299999999996;584.0329;662.6926000000001;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_03;1E_03;22;39.388;4848.83012;31243.6146;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_03;1E_03;27;36.57374;2330.0301;24954.8296;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_03;1E_03;32;33.85722;1189.5105800000001;20520.2554;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_03;1E_03;37;31.195299999999996;585.6367;17223.105199999998;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_04;1E_04;22;39.388999999999996;4841.88424;31172.0284;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_04;1E_04;27;36.58588;2330.78964;25112.2854;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_04;1E_04;32;33.8647;1185.80612;20653.216399999998;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_04;1E_04;37;31.20708;584.9139;17284.5872;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_05;1E_05;22;39.388059999999996;4853.265899999999;31582.974199999997;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_05;1E_05;27;36.582820000000005;2333.98304;25221.7384;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_05;1E_05;32;33.870140000000006;1185.2555399999999;20715.925;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_05;1E_05;37;31.20406;584.99012;17212.7902;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_06;1E_06;22;39.3882;4856.0752999999995;31598.6522;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_06;1E_06;27;36.5859;2329.0108;25030.032400000004;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_06;1E_06;32;33.86612;1183.5755199999999;20721.5118;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_06;1E_06;37;31.195259999999998;584.26728;17122.329999999998;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_07;1E_07;22;39.39093999999999;4847.689420000001;31457.149400000002;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_07;1E_07;27;36.58638;2330.89976;25240.466;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_07;1E_07;32;33.870340000000006;1183.02214;20593.459;
reco_inter_approx;randomaccess_medium;RaceHorsesC_832x480_30;1E_07;1E_07;37;31.195299999999996;584.0329;17046.602600000002;
